RECORDID,DAM_NAME,OTHER_DAM_NAME,DAM_FORMER_NAME,STATEID,NIDID,LONGITUDE,LATITUDE,SECTION,COUNTY,RIVER,CITY,DISTANCE,OWNER_NAME,OWNER_TYPE,DAM_DESIGNER,PRIVATE_DAM,DAM_TYPE,CORE,FOUNDATION,PURPOSES,YEAR_COMPLETED,YEAR_MODIFIED,DAM_LENGTH,DAM_HEIGHT,STRUCTURAL_HEIGHT,HYDRAULIC_HEIGHT,NID_HEIGHT,MAX_DISCHARGE,MAX_STORAGE,NORMAL_STORAGE,NID_STORAGE,SURFACE_AREA,DRAINAGE_AREA,HAZARD,EAP,INSPECTION_DATE,INSPECTION_FREQUENCY,STATE_REG_DAM,STATE_REG_AGENCY,SPILLWAY_TYPE,SPILLWAY_WIDTH,OUTLET_GATES,VOLUME,NUMBER_OF_LOCKS,LENGTH_OF_LOCKS,WIDTH_OF_LOCKS,FED_FUNDING,FED_DESIGN,FED_CONSTRUCTION,FED_REGULATORY,FED_INSPECTION,FED_OPERATION,FED_OWNER,FED_OTHER,SOURCE_AGENCY,STATE,SUBMIT_DATE,URL_ADDRESS,CONG_NAME,PARTY,CONG_DIST,OTHERSTRUCTUREID,NUMSEPARATESTRUCTURES,PERMITTINGAUTHORITY,INSPECTIONAUTHORITY,ENFORCEMENTAUTHORITY,JURISDICTIONALDAM,EAP_LAST_REV_DATE
34832,WELLINGTON-NAPOLEON WATERSHED DAM K-21,WELLINGTON NAP WTRSHD SITE K-21 DAM,0,NA,MO10272,-94.08491736,39.06340684,"S11,T49N,R29W",LAFAYETTE,TR-SNI-A-BAR CREEK,HENRIETTA,NA,WLNTN-NAP WRSD SUBDIST,L,USDA NRCS,N,RE,HEZ,SZ,G,1967,NA,550,25,27,25,27,160,171,106,171,35,1700,L,NR,NA,0,N,NA,U,20,X,19008,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Emanuel Cleaver (D),D,MO05,NA,0,N,N,N,N,NA
27520,DD NO 125,NA,NA,NA,KS07377,-96.04569831,38.67457027,"11,16S, 12E",LYON,ELM CREEK-TR,NA,0,UPPER MARAIS DES CYGNES WJD NO 101,L,MID-KANSAS ENGINEERING,N,RE,X,U,C,NA,NA,900,28,NA,NA,28,NA,314.3,42.22,314.3,8.75,1.019,L,NR,NA,0,Y,KS DEPT. OF AGRICULTURE,U,40,X,32500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Roger W. Marshall (R),R,KS01,NA,0,Y,Y,Y,Y,NA
33209,SAWYER LAKE DAM,NA,NA,NA,MI01252,-88.055,46.18333333,"S27, T44N, R30W",DICKINSON,TRIBUTARY TO WEBER CREEK,NA,0,DICKINSON COUNTY ROAD COMMISSION,L,NA,N,RE,NA,NA,R,NA,NA,NA,7,7,1,7,NA,385,0,385,241,NA,L,NR,4/25/94,5,N,MICHIGAN DEQ,U,3,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MI,MI,4-Jun-18,NA,Jack Bergman (R),R,MI01,NA,0,N,N,N,N,NA
66604,SCS-UPPER MUDDY BOGGY CREEK SITE-21,NONE,SCS-UPPER MUDDY BOGGY CREEK SITE-21,NA,OK22127,-96.207936,34.818454,13,HUGHES,TR CANEY BOGGY CREEK,NA,NA,HUGHES CO CONS DIST,S,USDA NRCS,N,RE,HEZ,SZ,C,1982,NA,630,53,53,53,53,715,598,120,598,10,1.8,L,NR,1/1/80,5,Y,OWRB,C,1,V: 1;,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Markwayne Mullin (R),R,OK02,NA,0,Y,Y,Y,Y,NA
29109,DOGWOOD VALLEY PAY LAKE DAM,DOGWOOD VALLEY PAY LAKE,NA,NA,KY01021,-83.32451,37.25036,NA,PERRY,ROCKHOUSE FORK OF BIG WILLARD CREEK,NO TOWN,0,STEPHEN AND JENNIFER BINGHAM,P,"JAMES L BOGGS, WOOTON, KY.; MYRON MCCOY PE LS",N,RE,NA,NA,R,1981,NA,125,28,28,28,28,NA,8,4.7,8,0.7,0.07,H,NR,2/26/18,2,Y,KY DIVISION OF WATER,U,30,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KY,KY,17-Jul-18,NA,Harold Rogers (R),R,KY05,NA,0,Y,Y,Y,Y,NA
34860,GRINDSTONE-LOST-MUDDY WATERSHED DAM B- 21,GRINDSTN LOST-MUDDY-CR WSHD DAM B-21,0,NA,MO10310,-94.37435194,39.84255837,"S15,T58N,R31W",DEKALB,TR-WEST FORK CREEK,PATTONSBURG,NA,GRNSN-LS-MD WRSD SBDISTR,L,USDA NRCS,N,RE,HEZ,SZ,G,1973,NA,700,34,34,34,34,236,316,166,316,2,25.6,H,Y,NA,0,N,NA,U,40,X,38479,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
56539,CAMPBELL POND DAM,NA,NA,NA,NH00057,-71.9419,43.0816,NA,HILLSBOROUGH,COCHRAN BROOK,ANTRIM,0,TOWN OF ANTRIM,L,NA,N,CN,X,U,R,1937,NA,177,6.5,0,0,6.5,74,53.5,27.2,53.5,16.6,0.39,L,NR,10/16/13,6,Y,NHDES DAM BUREAU,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NH,NH,20-Jun-18,NA,Ann M. Kuster (D),D,NH02,NA,0,Y,Y,Y,Y,NA
69536,POCONO LAUREL LAKE,NA,NA,NA,PA01910,-75.28222222,41.01916667,POCONO TOWNSHIP,MONROE,TR POCONO CREEK,NA,0,"POCONO LAUREL LAKE, POA",P,NA,N,RE,XEZ,UZ,R,NA,NA,550,11,NA,NA,11,NA,22,11,22,5,0.38,S,N,6/1/16,2,Y,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,PA,PA,27-Jul-18,NA,Matt Cartwright (D),D,PA08,NA,0,Y,Y,Y,Y,NA
34770,DURGENS CREEK WATERSHED DAM 28,DURGENS CREEK WATERSHED DAM #28,0,NA,MO10194,-91.65013366,40.09661451,"S11,T61N,R07W",LEWIS,TR-DURGENS CREEK,HANNIBAL,NA,DURGENS CR WRSD SUBDISTR,L,USDA NRCS,N,RE,HEZ,SZ,G,1969,NA,750,33,35,33,35,1430,610,128,610,NA,1088,L,NR,NA,0,N,NA,U,40,X,33802,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Sam Graves (R),R,MO06,NA,0,N,N,N,N,NA
69190,JUNIATA LAKE,NA,NA,NA,PA01458,-78.75666667,41.13333333,DUBOIS CITY,CLEARFIELD,JUNIATA RUN,NA,0,CITY OF DUBOIS,L,NA,N,RE,XZ,UZ,R,1934,NA,350,10,NA,NA,10,NA,32,20,32,5,1.1,S,N,11/2/17,2,Y,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,PA,PA,27-Jul-18,NA,Glenn Thompson (R),R,PA15,NA,0,Y,Y,Y,Y,NA
54823,SCHAFFERT DAM,NA,NA,NA,NE01494,-100.4057475,40.17335972,NES6T2R27W,RED WILLOW,TR-BERGER CREEK,BARTLEY,8,PAUL SCHAFFERT,P,UNKNOWN,N,RE,HEZ,SZ,P,1950,NA,304,14,14,14,14,540,143,88,143,18,5,L,NR,10/19/09,10,Y,NE DNR,NA,0,NA,2500,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
22018,NA,NA,NA,NA,KS00081,-95.05,37.43,NA,CRAWFORD,TR HICKORY CREEK,NA,19,AMERSHEK,P,USDA NRCS,N,RE,HEZ,UZ,P,1959,NA,630,21,NA,NA,21,364,73,22,73,NA,0.352,L,NR,NA,0,N,DWR,U,46,U,6598,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,USDA NRCS,KS,2-Jul-18,NA,"Steven C. Watkins, Jr. (R)",R,KS02,NA,0,N,N,N,N,NA
12238,DANIELS LAKE DAM,NA,NA,NA,GA03340,-83.661111,32.1375,NA,DOOLY,UNKNOWN,VIENNA,0,"DANIELS, NANCY",P,UNKNOWN,N,RE,X,U,I,1955,NA,576,11.8,NA,11.5,11.8,NA,90,41,90,10.6,327,L,NR,NA,5,N,GA-SAFE DAMS PROGRAM,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,GA,GA,3-Jul-18,NA,Sanford D. Bishop Jr. (D),D,GA02,NA,0,N,Y,N,Y,NA
27930,DD NO  5-7,NA,NA,NA,KS09000,-95.437308,39.891462,"7,2S, 18E",BROWN,ROY'S CREEK-TR,NEBRASKA,9,ROY'S CREEK WD NO 75,L,"NRCS,",N,RE,X,U,C,2001,NA,925,26.2,NA,NA,26.2,NA,229,57.6,229,11.5,0.745,L,NR,3/21/07,0,Y,KS DEPT. OF AGRICULTURE,U,70,X,31000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,"Steven C. Watkins, Jr. (R)",R,KS02,NA,0,Y,Y,Y,Y,NA
38432,SOUTH OLD QUARRY HOLLOW DAM,NA,NA,NA,MO40124,-90.24314992,38.10279363,NA,STE. GENEVIEVE,TR-MISSISSIPPI RIVER,NONE,0,NA,P,WILLIAM K. BECKMAN,N,ERRE,IEK,RSK,O,NA,NA,885,141,141,138,141,243,1150,38,1150,24.7,150,L,N,5/31/16,5,Y,DAM AND RESERVOIR SAFETY PROG,U,16,X,535000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MO,MO,25-May-18,NA,Jason Smith (R),R,MO08,NA,0,Y,Y,Y,Y,NA
71608,FANNINGS POND DAM,LANDING HOMEOWNERS ASSN DAM,NA,NA,SC02122,-80.8790004,33.52899828,NA,ORANGEBURG,TR-CAW CAW SWAMP,NA,0,THE LANDINGS HOMEOWNERS ASSOCIATION,P,NA,N,RE,XZ,UZ,R,1950,NA,1035,30,NA,NA,30,NA,124,114,124,10,NA,L,NR,7/17/17,5,Y,SC DHEC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SC,SC,17-Aug-18,NA,James E. Clyburn (D),D,SC06,NA,0,Y,Y,Y,Y,NA
84755,LAKE LAND'OR DAM,NA,NA,NA,VA033009,-77.5583,38.025,NA,CAROLINE,TR-SOUTH RIVER,NA,0,LAKE LAND'OR PROPERTY OWNERS ASSOCIATION,P,"DOMINION ENGINEERING ASSOCIATES, INC.",N,RE,NA,NA,R,NA,NA,2159,28.2,28.2,28.2,28.2,NA,1190,612,1190,92,NA,S,Y,NA,1,Y,DEPARTMENT OF CONSERVATION AND RECREATION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,VA,VA,23-Jul-18,NA,Robert J. Wittman (R),R,VA01,NA,0,Y,Y,Y,Y,NA
42799,HARMON BRANNAN DAM,NA,NA,NA,MS03147,-88.42244842,30.92785073,30,GEORGE,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,14,NA,NA,14,NA,74,0,74,NA,1406.25,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Steven M. Palazzo (R),R,MS04,NA,0,Y,Y,Y,Y,NA
78541,MAGNOLIA LAKE DAM,NA,NA,NA,TX02566,-96.424067,32.082198,NA,NAVARRO,TR-POST OAK CREEK,NA,0,RENA FLEMING FDN FOR BOYS INC,P,NO DATA FOR ORIGINAL DESIGNER,N,RE,X,U,R,1892,NA,1000,23,23,23,23,720,1050,760,1050,87,NA,NA,NR,4/14/87,0,Y,TCEQ,U,21,U4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TX,TX,23-Jul-18,NA,Ron Wright (R),R,TX06,NA,0,Y,Y,Y,Y,NA
69091,ENLOW FORK (PA-648),ENLOW FORK OF WHEELING CREEK,0,NA,PA01273,-80.50166667,39.95472222,WEST FINLEY TOWNSHIP,WASHINGTON,ENLOW FORK WHEELING CREEK,"MAJORSVILLE, WV",NA,OHIO COUNTY COMMISSION,L,USDA NRCS,N,RE,XZ,UZ,C,1987,NA,900,76,NA,NA,76,NA,9850,0,9850,NA,48,H,Y,5/9/18,1,Y,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,U,0,U,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,PA,PA,27-Jul-18,NA,Guy Reschenthaler (R),R,PA14,NA,0,Y,Y,Y,Y,1-Feb-12
24400,SPRING HILL WATER SUPPLY DAM,SPRING HILL WATER SUPPLY DAM,NA,NA,KS02491,-94.840469,38.757659,"10,15S, 23E",JOHNSON,SPRING CREEK-TR,PAOLA,18,"SPRING HILL, CITY OF",L,VIETS CONSULTING ENGRS,N,RE,X,U,S,1953,NA,900,31.5,NA,NA,31.5,NA,632,368.8,632,40.1,1.8,S,Y,11/29/12,5,Y,KS DEPT. OF AGRICULTURE,NA,100,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,Sharice Davids (D),D,KS03,NA,0,Y,Y,Y,Y,NA
68386,MINK POND,NA,NA,NA,PA00301,-74.99527778,41.19916667,LEHMAN TOWNSHIP,PIKE,LITTLE BUSHKILL CREEK,NA,0,"MINK POND CLUB, INC.",P,NA,N,CNRE,XZ,UZ,R,1919,2010H,115,12,NA,NA,12,NA,595,370,595,90,18.4,H,Y,6/13/18,1,Y,PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL PROTECTION,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,PA,PA,27-Jul-18,NA,Matt Cartwright (D),D,PA08,NA,0,Y,Y,Y,Y,23-Apr-13
3165,WARREN COUNTRY CLUB LAKE DAM,NA,NA,NA,AR00967,-92.065,33.56944444,"S19,T13S,R09W",BRADLEY,SALINE RIVER-TR,NONE,0,WARREN COUNTRY CLUB,P,NA,NA,RE,NA,NA,R,1941,NA,525,30,30,24,30,3130,377,221,377,23,0.57,L,NR,10/15/14,0,Y,ANRC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,AR,AR,6-Jul-18,NA,Bruce Westerman (R),R,AR04,NA,0,Y,Y,Y,Y,NA
2777,LITTLE CLEAR CREEK SITE 1,LAKE ALMA,0,NA,AR00448,-94.22166667,35.495,"S32,T10N,R30W",CRAWFORD,LITTLE CLEAR CREEK,ALMA,NA,CITY OF ALMA,L,USDA NRCS,N,RE,HEK,NA,CS,1970,NA,1026,114,114,114,114,63400,11980,3640,11980,124,14.5,H,Y,9/29/15,0,Y,ANRC,U,0,U,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,AR,AR,6-Jul-18,NA,Bruce Westerman (R),R,AR04,NA,0,Y,Y,Y,Y,NA
30667,GREAT POND DAM,NA,NA,NA,MA00828,-71.04434424,42.20575821,BRAINTREE,NA,NORROWAY BROOK,NA,0,TRI-TOWN WATER BOARD,L,NA,NA,RE,X,U,S,1940,NA,2000,10,NA,NA,10,NA,2227,2122,2227,206,6.16,H,Y,5/2/17,2,Y,DEPARTMENT OF CONSERVATION AND RECREATION,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MA,MA,3-Jul-18,NA,Stephen F. Lynch (D),D,MA08,NA,0,Y,Y,Y,Y,5-May-08
70079,JAMES RAMAGE AND PART DAM,NA,EGAMAR DAM; SCNONAME 32051,NA,SC00187,-81.37379527,33.95312145,NA,LEXINGTON,LONG CREEK,NA,0,EGAMAR LLC,P,NA,N,RE,XZ,UZ,R,1960,NA,680,16,NA,NA,16,NA,145,102,145,17,NA,S,N,4/12/17,3,Y,SC DHEC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SC,SC,17-Aug-18,NA,Joe Wilson (R),R,SC02,NA,0,Y,Y,Y,Y,NA
75933,WILLOW LAKE,NA,NA,NA,TN16506,-86.496389,36.541667,NA,SUMNER,TRIBW FORK DRAKES CREEK,FOUNTAIN HEAD,0,WILLOW LAKE H.O.A.,P,NA,N,RE,NA,NA,PR,1940,NA,545,NA,22.2,16.5,22.2,NA,352,189,352,25.5,2.358,H,Y,5/4/18,1,Y,TENN SAFE DAMS PRG,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TN,TN,31-Jul-18,NA,John W. Rose (R),R,TN06,NA,0,Y,Y,Y,Y,NA
55484,SWAN CREEK 60,NA,0,NA,NE02428,-97.16112902,40.44373151,SES35T6R2E,SALINE,TR-N FK SWAN CREEK,SWANTON,NA,LOWER BIG BLUE NATURAL RESOURCES DISTRICT,L,USDA NRCS,N,RE,HEK,SK,C,1996,NA,1178,35,40,33,40,3793,2198,230,2198,36,5.7,L,NR,5/9/17,5,Y,NE DNR,U,0,U,71710,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,USDA NRCS,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
24667,NA,KSNONAME 2764,NA,NA,KS02764,-95.580826,39.09885,"13,11S, 16E",JEFFERSON,MUDDY CREEK-TR,GRANTVILLE,NA,NASH,P,USDA NRCS,N,RE,X,U,P,1957,NA,570,26,NA,NA,26,NA,35,21,35,NA,NA,L,NR,NA,0,N,KS DEPT. OF AGRICULTURE,U,41,X,9844,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,"Steven C. Watkins, Jr. (R)",R,KS02,NA,0,N,N,N,N,NA
70270,CLEVELAND STREET DAM,NA,SHUFORD STROCK DAM; SCNONAME 38036,NA,SC00419,-80.51390188,33.52277784,NA,ORANGEBURG,BIG POPLAR CREEK,NA,0,CAROL S WALKER,P,NA,N,RE,XZ,UZ,R,1960,NA,550,14,NA,NA,14,NA,181,88,181,32,NA,L,NR,12/18/17,5,Y,SC DHEC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,SC,SC,17-Aug-18,NA,James E. Clyburn (D),D,SC06,NA,0,Y,Y,Y,Y,NA
61778,BRIAR HILL LAKE DAM,NA,NA,NA,OH01483,-81.44138889,41.40027778,NA,CUYAHOGA,TRIBUTARY TO AURORA BRANCH OF CHAGRIN RIVER,SOLON,0.02,BRIAR LAKE ASSOCIATION,P,UNKNOWN,NA,RE,NA,NA,R,1913,NA,885,24,NA,NA,24,1381,48,26.1,48,3.8,0.21,H,Y,5/23/18,5,Y,DEPARTMENT OF NATURAL RESOURCES,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,OH,OH,3-Jul-18,NA,David P. Joyce (R),R,OH14,NA,0,Y,Y,Y,Y,NA
6717,BERGEN EAST,BERGEN #2,NA,NA,CO01821,-105.153198,39.621049,NA,JEFFERSON,WEAVER GULCH,MORRISON,0,BERGEN DITCH & RESERVOIR COMPANY,P,MCFADDEN; SCS; MITCHELL; WHEELER,N,RE,HEZ,SZ,IR,1874,1925S; 1943S; 1950S; 2000S,1300,40,40,40,40,2600,1150,706,1150,41,NA,H,Y,11/16/17,1,Y,DWR,U,20,NA,25848,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CO,CO,12-Jul-18,NA,Joe Neguse (D),D,CO02,NA,0,Y,Y,Y,Y,8-Jan-14
34402,COTTONWOOD RIVER LAMBERTON,LAMBERTON KUHAR COUNTY PARK,NA,NA,MN01514,-95.27001,44.24461,S15 T109N R37W,REDWOOD,COTTONWOOD RIVER,SANBORN,7,CITY OF LAMBERTON,L,WPA,N,CN,X,U,O,1936,NA,NA,12,NA,NA,12,NA,132,4,132,33,442,L,NR,4/13/10,8,Y,MNDNR EWR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MN,MN,29-Jun-18,NA,Collin Peterson (D),D,MN07,NA,0,Y,Y,Y,Y,NA
7782,MILLER POND DAM,MILLER POND,NA,NA,CT00383,-72.635427,41.475522,DURHAM,MIDDLESEX,SUMMER BROOK,DURHAM,1,CONNECTICUT DEEP,S,NA,N,CN,NA,NA,R,1880,NA,185,10,NA,NA,10,1944,256,256,256,32.1,0.4,S,Y,5/5/15,5,Y,DEEP,NA,16,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,CT,CT,31-Oct-18,NA,Rosa L. DeLauro (D),D,CT03,NA,0,Y,Y,Y,Y,1-Dec-17
33554,DEAD LAKE WEST,4-Sep,NA,NA,MN00207,-95.75899,46.46404,S32 T135N R40W,OTTER TAIL,DEAD RIVER,SEASONAL DWELLINGS,5,MNDNR,S,WPA-C,N,PG,X,U,O,1938,NA,40,6.9,7,1.6,7,479,100204,77080,100204,7534,126,L,NR,1/19/11,8,Y,MNDNR EWR,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MN,MN,29-Jun-18,NA,Collin Peterson (D),D,MN07,NA,0,Y,Y,Y,Y,NA
8794,SADDLE CREEK 4W,NA,NA,NA,FL00628,-81.849998,28.09,S31 T27S R25E,POLK,SADDLE CREEK SEE REMARKS,LAKELAND,2,BORDEN CHEMICAL INTERNATIONAL,P,NA,N,RE,NA,NA,T,1970,NA,19000,15,10,15,15,NA,51,51,51,3,NA,L,N,NA,0,Y,NA,NA,0,U,51,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,FL,FL,3-Aug-18,NA,Ross Spano (R),R,FL15,NA,0,Y,Y,Y,Y,NA
21850,VIGO CO. CONS. CLUB DAM,NA,NA,NA,IN03926,-87.254166,39.525277,"S35, ,",VIGO,SULPHUR CREEK,NA,0,NA,P,NA,N,RE,NA,NA,R,NA,NA,250,6.5,NA,NA,6.5,NA,NA,0,0,12,1,S,NR,3/16/18,3,Y,IDNR,N,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,IN,IN,11-May-18,NA,Larry Bucshon (R),R,IN08,NA,0,Y,Y,Y,Y,NA
43041,STEVE HORN NUMBER 2 DAM,DAM # 2,NA,NA,MS03456,-90.19969491,32.54575715,16,MADISON,PERSIMMON CREEK,NA,0,STEVE HORN,P,NA,N,RE,X,NA,R,1999,NA,800,16.9,NA,NA,16.9,464,57,36,57,5,0.039,L,NR,8/9/00,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Michael Guest (R),R,MS03,NA,0,Y,Y,Y,Y,NA
75745,MONTEREY LAKE #2,NA,NA,NA,TN14104,-85.2575,36.114444,NA,PUTNAM,STAMPS HOLLOW CREEK,VERBLE,0,"WALKER, ROBERT",P,NA,N,RE,NA,NA,NA,1921,NA,333,NA,33,29.5,33,NA,985,780,985,65,1.43,L,NR,7/13/15,5,N,NA,U,0,X,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,TN,TN,31-Jul-18,NA,John W. Rose (R),R,TN06,NA,0,N,N,N,N,NA
27946,130,NA,NA,NA,KS09016,-95.92013987,39.18602702,"13,10S, 13E",SHAWNEE,CROSS CREEK-TR,ROSSVILLE,3,CROSS CREEK WJD NO 42,L,PEC,N,RE,X,U,F,2005,NA,850,24,NA,NA,24,NA,156.8,22.52,156.8,5.5,NA,L,NR,4/16/07,0,N,KS DEPT. OF AGRICULTURE,U,30,X,27900,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,KS,KS,2-Jul-18,NA,"Steven C. Watkins, Jr. (R)",R,KS02,NA,0,N,N,N,N,NA
10860,HARTWELL DAM - SADDLE DIKE NO. 1,NA,NA,NA,GA01702,-82.838053,34.335917,NA,HART,SAVANNAH RIVER,HARTWELL,7,CESAS,F,CESAS,N,RE,E,R,HCRFOS,1962,NA,2580,34,34,34,34,NA,3438700,2550000,3438700,NA,NA,H,Y,4/28/17,5,N,NA,N,0,NONE,0,0,0,0,CE,CE,CE,CE,CE,CE,CE,CE,CE,GA,30-Sep-18,NA,Doug Collins (R),R,GA09,AS1,0,N,N,N,N,8-Nov-17
2235,IOKA #14,IOKA #14,NA,NA,AL02515,-87.405,32.58694,NA,PERRY,TR-WASHINGTON CREEK,BOGUE CHITTO,NA,BRAD BRADY,U,USDA NRCS,N,RE,NA,NA,F,1996,NA,3430,10,NA,NA,10,NA,120,96.2,120,120,0.027,L,NR,NA,0,N,NA,U,0,NA,14581,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,AL,AL,30-Sep-15,NA,Terri A. Sewell (D),D,AL07,NA,0,N,N,N,N,NA
54106,LUTKEMEIER DAM,NA,NA,NA,NE00683,-98.67800312,40.32853961,NES9T4R12W,WEBSTER,TR-LITTLE BLUE RIVER,BLADEN,NA,LEON LUTKEMEIER,P,USDA NRCS,N,RE,HE,SZ,P,1960,NA,310,15,15,15,15,400,92,59,92,11,0.4,L,NR,9/25/14,5,Y,NE DNR,U,0,U,0,0,0,0,NA,USDA NRCS,NA,NA,NA,NA,NA,NA,NE,NE,27-Jul-18,NA,Adrian Smith (R),R,NE03,NA,0,Y,Y,Y,Y,NA
63276,SCS-WILDHORSE CREEK SITE-030,WILDHORSE CREEK 30,SCS-WILDHORSE CREEK SITE-030,NA,OK01184,-97.750286,34.559763,17,STEPHENS,TR-OWENS CREEK,VELMA,NA,STEPHENS CO CONS DIST,S,USDA NRCS,N,RE,HEZ,SZ,C,1958,NA,1150,38,38,38,38,1680,1825,286,1825,39,NA,L,NR,1/1/80,5,Y,OWRB,C,2,V: 1;,0,0,0,0,USDA NRCS,USDA NRCS,USDA NRCS,NA,NA,NA,NA,NA,OK,OK,22-Jun-18,NA,Tom Cole (R),R,OK04,NA,0,Y,Y,Y,Y,NA
43980,MS04685 LAKE DAM,NA,NA,NA,MS04685,-88.87831,33.97867,4,CHICKASAW,NA,NA,0,NA,P,NA,N,RE,X,NA,R,NA,NA,NA,14,NA,NA,14,NA,71,49,71,8,NA,L,NR,NA,0,Y,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,U,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MS,MS,3-Aug-18,NA,Trent Kelly (R),R,MS01,NA,0,Y,Y,Y,Y,NA
59902,CLAUDE W CAMENGA WILDLIFE DAM,CLAUDE W CAMENGA WL POND,NA,NA,NY01031,-75.34666667,42.76666667,NA,MADISON,TR-TALLETTE CREEK,SOUTH EDMESTON,0,CLAUDE W CAMENGA,P,NA,NA,RE,NA,NA,O,1953,NA,170,8,NA,NA,8,157,62,34,62,18,0.19,L,NR,5/8/80,0,Y,NYS DEC,U,73,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NY,NY,18-May-18,NA,Anthony Brindisi (R),R,NY22,NA,0,Y,Y,Y,Y,NA
46815,JONES (VALLEY),NA,NA,NA,MT00989,-107.0527,48.7202,S8 34N 36E,VALLEY,BARNES COULEE,HINSDALE,32,HARVEY JONES,P,NA,N,RE,NA,NA,I,1951,NA,270,27,NA,27,27,NA,16,10,16,NA,NA,L,NR,NA,0,Y,DNRC,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,MT,MT,17-Jul-18,NA,Greg Gianforte (R),R,MT00,NA,0,Y,Y,Y,Y,NA
