st_abbv,state,strucnum,rectype,nicarid,rtsigprf,deslev,rtnum,dirsuff,hwyagncy,cnty,place,feature,strcture,location,invrte,milept,kmpt,basehwy,lrsnvrte,subrtnum,latitude,latmap,longtude,longmap,bylength,toll,mainresp,owner,funclass,year,laneson,lanesun,avgday,avdayno,yravg,designld,approw,apprdno,brimed,skew,strucflr,rail,transit,appguard,guardend,histsig,navcont,vertclr,vertclno,horclear,horclno,strcstat,onserve,undserve,material,construc,materal2,contruc2,numspan,mnspno,numapp,appno,tothorcl,tothorno,maxspan,maxsplgt,strlengt,strlngno,leftwalk,lftwlkno,ritewalk,rtwalkno,roadwid,rdwidno,deckwid,dckwdno,minverto,mvcono,refeat,minvertu,mvcuno,reffeat2,minlatu,mlcurno,minlatl,mlculno,deck,super,substruc,channel,culvert,mthdoprt,oprat,opratno,mthinvrt,invrat,invratno,strceval,deckgeo,undclear,bripost,waterade,rdalign,typeprop,doneby,length,lengno,inspdate,inspmnth,inspyear,inspfreq,inspfrno,critfrac,critund,critoth,critfrdt,critundt,crtothdt,brdimpro,brdgimno,rdimprov,rdimpno,totlcost,totcstno,impcstyr,ngbrstcd,pcntresp,bordbrno,strahwy,parstruc,dirtraf,tempdes,highinv,fedlndhy,yrrecnst,decktype,typewear,membrane,deckpro,avtraff,avtrafno,desnet,pierpro,nbisleng,scour,futdaily,futdlyno,futyear,minnav,minnavno,fedind,wahquse,stat,aster,suffrate,suffrtno,stat2,bridgecond,bridgecondcd
IL,175,048331900000000,1,1750483319000000001,4,1,00000,0,04,095,00000,MIDDLE CREEK,TR 175,E1/2-11-T11NR2E,9999,0007242,7.242,0,NA,NA,40571643,40.954564,090140865,-90.235736,003,3,03,03,09,1995,02,00,000225,225,2017,5,0550,55,0,00,0,1,0,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,073,7.3,00237,23.7,000242,24.2,000,0,000,0,0073,7.3,0073,7.3,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,8,N,D,441,44.1,D,324,32.4,8,5,N,5,8,8,NA,NA,000000,0,0216,02,16,48,48,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,2,6,1,0,04,4,0,NA,Y,8,000251,251,2032,0000,0,1,7052118,NA,NA,925,92.5,0,G,8
GA,134,000000026350250,1,1340000000263502501,4,1,00039,0,03,263,00000,CELEOTH CREEK,DUNN ROAD,2 MI SE OF MANCHESTER,9999,0000262,0.262,1,2632003900,00,32492128,32.822578,084361544,-84.604289,004,3,02,02,09,1950,02,00,000490,490,2012,2,0550,55,0,00,0,N,N,N,N,5,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,085,8.5,00034,3.4,000094,9.4,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,7,0,414,41.4,0,243,24.3,6,N,N,5,7,4,NA,NA,000000,0,0118,01,18,24,24,N00,N00,N00,NA,NA,NA,000121,121,000012,12,000182,182,2013,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,01,1,0,NA,Y,8,000735,735,2032,0000,0,1,3050418,NA,*,904,90.4,0,G,7
OH,395,1808451,1,39518084511,3,1,00010,0,12,035,16000,I-90 (CUY-90-1185),LORAIN AVE - SR10,IR90 AND SR10 JCT,9999,0021496,21.496,0,NA,NA,41281214,41.470039,081444437,-81.745658,002,3,01,01,16,1978,04,10,011520,11520,2015,5,1650,165,0,43,0,1,1,1,1,5,N,0000,0,00000,0,A,5,1,4,02,0,00,003,3,0000,0,165,16.5,00369,36.9,000978,97.8,018,1.8,018,1.8,0165,16.5,0208,20.8,9999,99.99,H,0439,4.39,H,003,0.3,003,0.3,7,7,6,N,N,7,405,40.5,7,324,32.4,6,4,3,5,N,8,NA,NA,NA,NA,0617,06,17,12,12,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,9,1,N,07,7,0,NA,Y,N,015990,15990,2039,0000,0,3,9050418,NA,NA,776,77.6,2,F,6
IL,175,028323100000000,1,1750283231000000001,4,1,00000,0,09,055,00000,AKIN CREEK,TR 366,TR 366 OV AKIN CREEK,9999,0000467,0.467,0,NA,NA,38004056,38.011267,088434418,-88.728939,005,3,03,03,09,1981,02,00,000075,75,2014,5,0730,73,0,20,0,1,0,0,0,5,0,0000,0,00000,0,A,1,5,5,05,0,00,001,1,0000,0,075,7.5,00171,17.1,000177,17.7,000,0,000,0,0075,7.5,0075,7.5,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,7,N,D,444,44.4,D,324,32.4,8,6,N,5,8,8,NA,NA,000000,0,0914,09,14,48,48,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,2,8,0,0,00,0,0,NA,Y,8,000079,79,2032,0000,0,1,7040315,NA,NA,98,9.8,0,G,8
NY,362,000000001033471,1,3620000000010334711,1,1,00087,0,17,113,60356,LUZERNE ROAD,RTE I87,JCT I87 & LUZERNE RD,9999,0004473,4.473,1,0000000087,NA,43180914,43.302539,073404027,-73.677853,004,3,01,01,11,2015,03,02,021989,21989,2014,4,1370,137,0,17,0,1,0,1,1,5,N,0000,0,00000,0,A,1,1,4,02,0,00,003,3,0000,0,134,13.4,00188,18.8,000405,40.5,005,0.5,005,0.5,0135,13.5,0144,14.4,9999,99.99,H,0464,4.64,H,027,2.7,000,0,5,7,5,N,N,1,726,72.6,1,435,43.5,5,2,5,5,N,8,37,1,004050,405,0516,05,16,24,24,N,N,N,NA,NA,NA,001306,1306,000765,765,002070,2070,2018,NA,NA,NA,1,L,1,NA,1,0,0000,1,2,0,0,09,9,1,NA,Y,N,030785,30785,2034,NA,NA,3,6050318,NA,NA,594,59.4,2,F,5
NY,362,000000001066540,1,3620000000010665401,5,0,00000,0,N1,005,51000,"RTE I95, RTE I95",EAST TREMONT AVE,.31 MI SW JCT I295 & I95,9999,0007804,7.804,0,NA,NA,40495903,40.833064,073494168,-73.828244,001,3,01,01,16,1967,06,06,015761,15761,2011,5,2130,213,0,08,0,1,0,0,0,5,N,0000,0,00000,0,A,5,1,3,02,0,00,001,1,0000,0,213,21.3,00289,28.9,000305,30.5,029,2.9,029,2.9,0213,21.3,0028,2.8,9999,99.99,H,0445,4.45,H,023,2.3,004,0.4,5,6,7,N,N,1,626,62.6,1,372,37.2,6,2,3,5,N,8,37,1,003040,304,0116,01,16,24,24,N,N,N,NA,NA,NA,006529,6529,003824,3824,010353,10353,2018,NA,NA,NA,0,N,2,NA,0,0,1995,1,6,0,0,06,6,0,NA,Y,N,015918,15918,2037,NA,NA,3,6050318,NA,NA,73,7.3,2,F,5
PA,423,000000000052705,1,4230000000000527051,5,0,00000,0,06,029,44456,DOE RUN STREAM 3688-J8,FERNWOOD ROAD,.7 M N OF FRIENDS MEETING,9999,0000000,0,0,NA,NA,39532184,39.8894,075530888,-75.8858,005,3,03,03,09,1990,02,00,000300,300,2015,9,0490,49,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,046,4.6,00007,0.7,000073,7.3,000,0,000,0,0046,4.6,0055,5.5,9999,99.99,N,0000,0,N,000,0,000,0,5,6,4,4,N,1,726,72.6,1,435,43.5,4,2,N,5,8,6,NA,NA,000000,0,1017,10,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,1,1,8,8,05,5,0,NA,Y,3,000400,400,2025,0000,0,4,2053118,NA,NA,498,49.8,1,P,4
TX,486,121020B13969239,1,486121020B139692391,5,1,00000,0,12,203,19750,HCFCD DITCH,CHEEVES ST,0.6 MI N OF LITTLE YORK,9999,0000483,0.483,NA,NA,NA,29524687,29.879686,095173465,-95.292958,002,3,04,04,17,1975,02,00,002000,2000,2010,0,0850,85,0,00,0,0,0,0,0,3,0,0000,0,00000,0,P,1,5,1,01,0,00,003,3,0000,0,085,8.5,00049,4.9,000149,14.9,009,0.9,009,0.9,0085,8.5,0107,10.7,9999,99.99,N,0000,0,N,999,99.9,000,0,6,6,2,7,N,5,327,32.7,5,245,24.5,2,5,N,5,4,8,38,1,001520,152,1117,11,17,24,24,N,N,N,NA,NA,NA,000028,28,000007,7,000035,35,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,8,8,01,1,0,NA,Y,5,002500,2500,2030,NA,NA,4,8050918,NA,NA,295,29.5,1,P,2
NE,317,C008700813,1,317C0087008131,4,1,03560,0,03,173,00000,MIDDLE CREEK,IRR/FAS 3560,JCT N9/S-87A 4N 1.4E,9999,0001347,1.347,0,0000000000,00,42140602,42.235006,096420200,-96.700556,080,3,02,02,07,1977,02,00,000105,105,2011,5,0880,88,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,2,01,0,00,003,3,0000,0,085,8.5,00146,14.6,000372,37.2,002,0.2,002,0.2,0085,8.5,0093,9.3,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,8,N,1,898,89.8,1,544,54.4,8,6,N,5,8,8,NA,NA,NA,NA,1116,11,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,2012,NA,NA,NA,0,N,2,NA,0,1,0000,1,1,0,0,00,0,0,1,Y,8,000145,145,2033,NA,NA,3,1032317,NA,NA,993,99.3,0,G,8
MO,297,14121,1,297141211,4,1,00057,0,02,113,34030,TRIB OF BYRANTS CR,SUGAR CAMP RD 350,S 1743 T 51 N R 1 E,9999,0002414,2.414,0,NA,NA,39104860,39.180167,090521790,-90.871639,013,3,02,02,09,1935,02,00,000065,65,2017,1,0550,55,0,00,0,0,N,N,N,4,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,058,5.8,00079,7.9,000082,8.2,000,0,000,0,0058,5.8,0061,6.1,9999,99.99,N,0000,0,N,000,0,000,0,6,6,6,5,N,2,351,35.1,2,189,18.9,5,4,N,5,6,6,NA,NA,000000,0,1216,12,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,8,0,0,10,10,0,NA,Y,5,000104,104,2037,NA,NA,2,9050718,NA,NA,808,80.8,0,F,6
MI,265,000000000007575,1,2650000000000075751,3,1,00046,0,03,121,56340,US-31,M-46 (APPLE ST),@ M-46,3048,0000003,0.003,1,0000008578,03,43140323,43.234231,086121625,-86.204514,000,3,01,01,14,1960,06,06,016835,16835,2007,5,2590,259,3,02,0,1,1,1,1,5,N,0000,0,00000,0,A,5,1,2,04,0,00,004,4,0000,0,289,28.9,00021,2.1,000743,74.3,015,1.5,015,1.5,0259,25.9,0297,29.7,9999,99.99,H,0452,4.52,H,061,6.1,064,6.4,5,5,6,N,N,6,541,54.1,6,324,32.4,5,6,3,5,N,6,37,1,007440,744,0717,07,17,24,24,N,N,N,NA,NA,NA,000359,359,000047,47,000549,549,NA,NA,NA,NA,0,N,2,NA,1,0,NA,1,3,0,0,03,3,1,NA,Y,N,017727,17727,2018,NA,NA,2,6050318,NA,NA,84,8.4,2,F,5
TN,474,24I02690023,1,47424I026900231,1,1,00269,0,04,047,00000,MARY'S CREEK,I-269,PAUL BARRETT PKWY,9999,0004345,4.345,1,24SR385002,00,35075754,35.13265,089382070,-89.639083,001,3,01,01,01,2012,04,00,000000,0,2018,5,2610,261,1,30,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,2,19,0,00,002,2,0000,0,013,1.3,00043,4.3,000087,8.7,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,7,7,F,541,54.1,F,324,32.4,7,N,N,5,8,8,NA,NA,NA,NA,1016,10,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,0,0000,N,N,N,N,49,49,0,NA,Y,8,000000,0,2038,NA,NA,4,7052518,NA,*,100,10,0,G,7
WA,530,0014470A0000000,2,5300014470A00000002,2,1,00395,0,NA,001,00000,US 395,SR 26,11.3 N JCT SR 260,0579,0001067,1.067,NA,NA,NA,46472700,46.790833,118450170,-118.750472,000,3,NA,NA,02,1995,02,04,007194,7194,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,02,NA,NA,NA,NA,NA,NA,122,12.2,00387,38.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,1,NA,NA,NA,NA,NA,NA,37,37,1,NA,NA,NA,NA,NA,NA,NA,NA,5,3100918,NA,NA,NA,NA,NA,NA,NA
MN,275,31525,1,275315251,4,1,00607,0,01,061,15328,DEER RIVER,PARMETER ROAD,0.8 MI N OF JCT CR 128,9999,0000000,0,0,NA,NA,47211292,47.353589,093470349,-93.784303,159,3,03,03,09,1984,02,00,000009,9,1971,5,0850,85,0,00,0,0,N,N,N,5,0,0000,0,00000,0,A,1,5,7,01,0,00,003,3,0000,0,073,7.3,00079,7.9,000189,18.9,000,0,000,0,0073,7.3,0079,7.9,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,2,529,52.9,2,385,38.5,7,6,N,5,8,7,NA,NA,NA,NA,1116,11,16,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,NA,8,6,0,N,NA,NA,0,NA,Y,8,000009,9,2029,NA,NA,2,7050517,NA,NA,899,89.9,0,G,7
LA,226,054232260913361,1,2260542322609133611,4,1,00000,0,05,083,00000,ASH SLOUGH,LOCAL ROAD,LOGMI 2.70 FR 271 TO,9999,0000000,0,0,NA,NA,32255999,32.433331,091333600,-91.56,003,3,02,02,09,1984,02,00,000070,70,1974,5,0760,76,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,19,0,00,003,3,0000,0,058,5.8,00018,1.8,000064,6.4,000,0,000,0,0061,6.1,0183,18.3,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,6,6,5,NA,NA,5,NA,NA,*,5,N,5,8,8,NA,NA,NA,NA,0617,06,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,N,N,N,N,NA,NA,0,NA,Y,8,000042,42,2036,NA,NA,2,2102017,NA,*,96,9.6,0,F,6
NY,362,000000003342730,1,3620000000033427301,4,0,00000,0,82,027,05452,WHALEY LAKE STREAM,COUNTY ROAD 7,AT POUGHQUAG,9999,0003218,3.218,0,NA,NA,41362897,41.608047,073405386,-73.681628,001,3,02,02,19,1932,02,00,001563,1563,2016,5,0730,73,0,00,0,1,0,1,0,5,0,0000,0,00000,0,A,5,5,5,05,0,00,001,1,0000,0,079,7.9,00118,11.8,000122,12.2,002,0.2,000,0,0079,7.9,0010,1,9999,99.99,N,0000,0,N,000,0,000,0,6,7,5,5,N,1,999,99.9,1,635,63.5,5,4,N,5,8,5,34,1,001210,121,0417,04,17,24,24,N,N,N,NA,NA,NA,000393,393,000230,230,000623,623,2018,NA,NA,NA,0,N,2,NA,0,0,1992,N,2,0,N,05,5,0,NA,Y,2,001578,1578,2037,NA,NA,3,6050318,NA,NA,737,73.7,0,F,5
IA,197,000000000145031,1,1970000000001450311,4,1,00000,0,00,059,00000,STONY CREEK,FM,098383401,9999,0006125,6.125,0,NA,NA,43161034,43.269539,095184534,-95.312594,006,3,02,02,08,1990,02,00,000240,240,2015,5,0980,98,0,00,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,2,01,0,00,003,3,0000,0,093,9.3,00119,11.9,000314,31.4,000,0,000,0,0093,9.3,0101,10.1,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,7,N,2,804,80.4,2,482,48.2,7,6,N,5,8,6,35,1,000100,10,0315,03,15,48,48,N,N,N,NA,NA,NA,000015,15,000002,2,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,1,1,0,1,19,19,0,NA,Y,8,000240,240,2035,0000,0,1,9050918,NA,NA,999,99.9,0,G,7
ME,231,2271,1,23122711,3,1,00004,0,03,007,24775,SANDY RIVER,ROUTE 4,0.2 MI W OF JCT RTE 149,9999,0198615,198.615,1,000000004X,00,44420522,44.70145,070102586,-70.17385,161,3,01,01,06,1988,02,00,002994,2994,2016,9,1220,122,0,25,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,4,02,0,00,002,2,0000,0,122,12.2,00512,51.2,001042,104.2,002,0.2,002,0.2,0122,12.2,0133,13.3,9999,99.99,N,0000,0,N,999,99.9,000,0,7,8,8,7,N,8,441,44.1,8,343,34.3,8,6,N,5,8,8,NA,NA,NA,NA,1017,10,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N/A,0,N,2,NA,0,0,0000,1,6,2,0,05,5,0,NA,Y,8,004192,4192,2036,0000,0,2,3050918,NA,NA,77,7.7,0,G,7
WA,530,085957000000000,1,5300859570000000001,4,1,94755,0,01,061,41470,PILCHUCK RIVER,DUBUQUE RD,4.0 N JCT SR2,9999,0000241,0.241,1,700001520I,00,47574584,47.962733,122035521,-122.065336,011,3,02,02,06,1991,02,00,004071,4071,2015,5,1220,122,0,00,0,1,1,1,1,4,0,0000,0,00000,0,A,1,5,6,02,0,00,002,2,0000,0,122,12.2,00043,4.3,000866,86.6,000,0,000,0,0122,12.2,0013,1.3,9999,99.99,N,0000,0,N,000,0,000,0,7,6,7,6,N,1,068,6.8,1,327,32.7,6,6,N,5,7,6,NA,NA,000000,0,0518,05,18,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,1,0,1,14,14,0,NA,Y,5,006000,6000,2038,NA,NA,5,3100918,NA,NA,979,97.9,0,F,6
MS,284,SA080000000A184,1,284SA080000000A1841,4,1,00450,0,02,015,90810,CREEK,CO RD 318,SEC 20 T19N R 3E,9999,0004825,4.825,0,NA,NA,33293860,33.494056,090003210,-90.008917,199,3,02,02,09,2013,01,00,000010,10,2015,1,0370,37,0,00,0,0,0,0,0,5,0,0000,0,00000,0,P,1,5,7,02,0,00,004,4,0000,0,005,0.5,00069,6.9,000175,17.5,000,0,000,0,0005,0.5,0005,0.5,9999,99.99,N,0000,0,N,000,0,000,0,7,7,7,6,N,2,299,29.9,2,227,22.7,6,3,N,4,7,7,31,1,001740,174,0917,09,17,12,12,N,N,N,NA,NA,NA,000103,103,000010,10,000127,127,2016,NA,NA,NA,0,N,3,NA,0,0,0000,8,0,0,0,08,8,0,NA,Y,U,000015,15,2035,NA,NA,2,8061218,NA,NA,718,71.8,2,G,7
TN,474,23SR0034001,1,47423SR00340011,2,1,00412,0,04,045,22200,OVERFLOW,FAP 3,S.OF SR 20,9999,0008884,8.884,1,23SR003001,00,36011310,36.020306,089241700,-89.404722,002,3,01,01,14,1959,02,00,011510,11510,2017,5,0011,1.1,1,00,0,1,0,0,1,4,0,0000,0,00000,0,A,1,5,1,04,0,00,011,11,0000,0,085,8.5,00089,8.9,000954,95.4,000,0,000,0,0089,8.9,0105,10.5,9999,99.99,N,0000,0,N,000,0,000,0,5,6,5,7,N,1,657,65.7,1,324,32.4,5,3,N,5,6,8,34,1,009540,954,0118,01,18,24,24,N,N,N,NA,NA,NA,000770,770,000078,78,001156,1156,2018,NA,NA,NA,0,R,1,NA,1,0,0000,1,6,0,0,16,16,1,NA,Y,8,018416,18416,2038,NA,NA,4,7052518,NA,NA,663,66.3,2,F,5
NC,374,000000000810198,A,374000000000810198A,1,1,00040,0,NA,081,28000,SR1546,I40E,1.38 MI.S.JCT.SR1008,0546,0000000,0,NA,NA,NA,36034477,36.062436,079542783,-79.907731,199,3,NA,NA,11,2000,00,04,049000,49000,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,4,02,NA,NA,NA,NA,NA,NA,239,23.9,00338,33.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,N,1,NA,1,NA,NA,NA,NA,NA,NA,16,16,1,NA,NA,NA,NA,NA,NA,NA,NA,3,7050418,NA,NA,NA,NA,NA,NA,NA
KS,207,999900200040501,1,2079999002000405011,3,1,00002,0,51,007,00000,STINK CREEK DRAINAGE,K-2 HWY,2.9 MI E OF US-281,9999,0004701,4.701,1,004K000020,00,37011600,37.021111,098305200,-98.514444,008,3,01,01,06,2007,02,00,001020,1020,2016,9,0730,73,0,45,0,1,1,1,1,5,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,073,7.3,00018,1.8,000008,0.8,000,0,000,0,0000,0,0000,0,9998,99.98,N,0000,0,N,000,0,000,0,N,N,N,8,8,1,999,99.9,1,581,58.1,8,N,N,5,8,7,37,1,000008,0.8,0817,08,17,24,24,N,N,N,NA,NA,NA,000011,11,000001,1,000016,16,2018,NA,NA,NA,0,N,2,NA,0,0,NA,1,6,0,1,15,15,1,NA,Y,5,001481,1481,2037,NA,NA,2,0052318,NA,*,996,99.6,0,G,8
NY,362,000000003337530,1,3620000000033375301,8,0,00000,0,72,033,17871,LITTLE TROUT RIVE,POPLAR STREET,1MI N CONSTABLE,9999,0001432,1.432,0,NA,NA,44563241,44.942336,074173825,-74.293958,008,3,02,02,09,1972,02,00,000127,127,2014,C,0550,55,0,00,0,0,N,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,001,1,0000,0,072,7.2,00182,18.2,000192,19.2,000,0,000,0,0073,7.3,0073,7.3,9999,99.99,N,0000,0,N,000,0,000,0,7,6,7,6,N,1,472,47.2,1,281,28.1,6,5,N,5,4,6,34,1,001920,192,0816,08,16,24,24,N,N,N,NA,NA,NA,000415,415,000243,243,000659,659,2018,NA,NA,NA,0,N,2,NA,0,0,0000,3,9,0,0,05,5,0,NA,Y,4,000128,128,2037,NA,NA,3,6050318,NA,NA,876,87.6,0,F,6
TX,486,192300233802003,1,4861923002338020031,3,1,02454,0,19,459,00000,CATFISH BRANCH,FM 2454,4.40 MI NW OF FM 2088,9999,0004307,4.307,NA,NA,NA,32520283,32.867453,095004777,-95.013269,006,3,01,01,07,1959,02,00,000470,470,2013,4,0730,73,0,00,0,1,N,1,0,3,0,0000,0,00000,0,A,1,5,1,19,0,00,003,3,0000,0,086,8.6,00027,2.7,000088,8.8,000,0,000,0,0086,8.6,0126,12.6,9999,99.99,N,0000,0,N,999,99.9,000,0,N,N,N,6,7,5,444,44.4,5,327,32.7,7,5,N,5,7,8,NA,NA,000000,0,0717,07,17,24,24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,6,8,8,15,15,0,NA,Y,8,000660,660,2033,NA,NA,4,8050918,NA,NA,989,98.9,0,G,7
IL,175,048008000000000,1,1750480080000000001,3,1,00180,0,04,095,00000,SPOON RIVER,ILL 180,1 MI N WILLIAMSFIELD,9999,0004731,4.731,0,NA,NA,40564195,40.944986,090005072,-90.014089,032,3,01,01,07,1990,02,00,000700,700,2017,5,0730,73,0,00,0,1,1,1,0,5,0,0000,0,00000,0,A,1,5,4,02,0,00,003,3,0000,0,095,9.5,00521,52.1,000132,13.2,000,0,000,0,0091,9.1,0101,10.1,9999,99.99,N,0000,0,N,000,0,000,0,5,6,6,5,N,6,648,64.8,6,389,38.9,6,6,N,5,9,8,NA,NA,000000,0,0216,02,16,24,24,N,Y60,N,NA,0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,N,2,NA,0,0,NA,1,0,0,1,11,11,0,NA,Y,5,000802,802,2032,0000,0,1,7052118,NA,NA,979,97.9,0,F,5
NM,356,000000000003213,1,3560000000000032131,2,1,00380,0,01,053,00000,UNNAMED WATERWAY,US-380,7.2 MI E OF I-25,9999,0011587,11.587,1,0000US0380,00,33534531,33.895919,106454551,-106.762642,159,3,01,01,06,1940,02,00,002208,2208,2017,2,0810,81,0,00,0,1,1,1,1,5,N,0000,0,00000,0,A,1,5,2,19,0,00,008,8,0000,0,081,8.1,00003,0.3,000259,25.9,000,0,000,0,0000,0,0000,0,9999,99.99,N,0000,0,N,000,0,000,0,N,N,N,4,4,1,523,52.3,1,245,24.5,4,N,N,5,8,8,35,1,002560,256,0716,07,16,24,24,N,N,N,NA,NA,NA,000177,177,000017,17,000266,266,NA,NA,NA,NA,0,N,2,NA,0,0,1985,N,N,N,N,14,14,0,NA,Y,8,006949,6949,2037,0000,0,3,5060118,NA,*,458,45.8,1,P,4
CA,069,03C0064,1,06903C00641,4,0,00000,0,02,049,00000,J CANAL,CR 111,2.6 MI S OF SH 139,9999,0000000,0,0,NA,00,41521600,41.871111,121250206,-121.417239,011,3,02,02,07,1954,02,00,000140,140,2002,4,0007,0.7,0,00,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,1,01,0,00,001,1,0000,0,091,9.1,00007,0.7,000073,7.3,000,0,000,0,0091,9.1,0093,9.3,9999,99.99,N,0000,0,N,000,0,000,0,8,8,8,6,N,1,551,55.1,1,033,3.3,8,6,N,5,6,8,NA,NA,NA,NA,0915,09,15,48,48,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,N,2,NA,0,0,0000,1,6,0,0,10,10,0,NA,Y,8,000215,215,2037,NA,NA,0,6060118,NA,NA,969,96.9,0,G,8
KY,214,069C00102N,1,214069C00102N1,4,1,01136,0,08,137,00000,GLADE FORK CREEK,BROCK RD,1.2  MI- S JCT  KY 3244,9999,0001494,1.494,0,NA,NA,37211900,37.355278,084313700,-84.526944,006,3,02,02,09,1994,01,00,000108,108,2014,0,0004,0.4,0,10,0,0,0,0,0,5,0,0000,0,00000,0,A,1,5,3,02,0,00,002,2,0000,0,045,4.5,00064,6.4,000119,11.9,002,0.2,002,0.2,0045,4.5,0049,4.9,9999,99.99,N,0000,0,N,000,0,000,0,6,5,7,6,N,1,998,99.8,1,925,92.5,5,2,N,5,7,6,NA,NA,000000,0,1116,11,16,24,24,N,N,N,NA,NA,NA,000000,0,000000,0,000000,0,NA,NA,NA,NA,0,N,3,NA,0,0,0000,1,1,0,0,07,7,0,NA,Y,7,000123,123,2034,NA,NA,2,1051118,NA,NA,695,69.5,2,F,5
