BARDID,Year,USCGadded,NumberDeaths,NumberInjured,MeetsInjuryThreshold,MeetsDamageThreshold,NumberVesselsInvolved,NumberVesselsLost,TotalDamage,Date,Time,State,Location,NameOfBodyOfWater,NearestCityTown,County,Clear,Cloudy,Fog,Rain,Snow,Hazy,WaterConditions,StrongCurrent,HazardousWaters,CongestedWaters,Wind,AirTemperature,WaterTemperature,DayNight,Visibility,DayofWeek,AccidentCause1,AccidentCause2,AccidentCause3,OtherAccidentCause,MachineryFailure,EquipmentFailure,AccidentEvent1,AccidentEvent2,AccidentEvent3,OtherAccidentEvent,RedactedNarrative,StateCaseID,Latitude,Longitude,CoordinatesConfidence
FL-2017-0013,2017,NA,0,0,0,-1,1,0,5000,1/24/2017 0:00:00,12/30/1899 19:10:00,FL,SIESTA KEY SLOW SPEED ZONE,SIESTA KEY SLOW SPEED ZONE,SIESTA KEY,SARASOTA,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,67,66,0,Fair,Tuesday,Alcohol use,NA,NA,NA,NA,NA,Collision with fixed object,NA,NA,NA,"On 1/24/17 , at approximately 1910hrs, vessel fl0261ph was traveling north in the icw in the area of the siesta key slow speed on full plane.  The vessel was being operated in an erratic manner.  At some point the vessels port side struck red channel marker 68 in the icw.  

On 1/25/17 i, officer with the florida fish and wildlife conservation commission, received a call from sarasota county marine deputies that they had just stopped a boat  and believed the operator was impaired and had just struck a channel marker with his vessel.   

The marine deputies advised they were bringing the vessel and the operator back to siesta key marina.  I arrived on scene at 1935hrs.  Upon arrival deputies informed me that they were in the siesta key slow speed zone about to head up phillippi creek when they observed a vessel heading north bound in the icw at a high rate of speed.  They observed the vessel make a hard turn to starboard, pause and then make a hard turn to port.  

The deputies then observed as the vessel lay still for approximately 30secs to 1 minute.  The vessel then proceeded to get back up on plane and continue to head north in the icw.  It was at this  time the deputies initiated a stop for the violation of the slow speed zone.    Upon stopping the vessel, the deputies observed a large amount of damage to the port side of the vessel and noticed signs of impairment.  On the way back to the marina the deputies noticed damage to channel marker 68 which they had noted approx 10 mins earlier had no prior damage.

At the marina the operator was given standardized field sobriety tasks by the sarasota sheriffs office to determine ifthe operator was impaired beyond normal faculties.  The operator was subsequently arrested for operating vessel while impaired and transported to the sarasota county jail.",FWSW17OFF001257,NA,NA,NA
AK-2017-0008,2017,NA,1,0,0,0,1,0,0,6/22/2017 0:00:00,12/30/1899 19:56:00,AK,California Island,Sukkwan Strait,Hydaburg,Prince of Wales Hyder,0,-1,0,0,0,0,Calm,N,N,N,Light,51,NA,-1,Fair,Thursday,Unknown,NA,NA,NA,NA,NA,Capsizing,Person ejected from vessel,NA,NA,"Synopsis: UPDATE: On 06/23/17 at approximately 0140 hours, searchers reported finding a boot belonging to the victim in the vicinity of Round Point located at 55° 7'25.28""N 132°41'28.25""W. At approximately 0430 hours, a second boot belonging to the victim was located in the same area as the first. USCG has assumed search responsibilities and is coordinating with local search teams. USCG Cutter’s John McCormick and Anacapa are in the search area as well as USCG air assets. NOK has been notified of the search.

On 06/22/17 at approximately 1956 hours, Alaska State Troopers on Prince of Wales received a report of an overturned boat in the vicinity of California Island located at 55° 8.712'N 132° 41.870'W. The boat is reported to be an 18ft Lund skiff. At this time, the boater is unaccounted for. Volunteers are searching the area via boat. USCG Juneau Sector has launched a UH-60 which has an ETA to the search area of approximately 2230 hours.  The investigation is ongoing.

Officials say the boater was last seen wearing chest waders and a flotation jacket.
",AK17041605,55.14,-132.69,C
TN-2017-0023,2017,NA,0,1,-1,0,1,0,0,5/29/2017 0:00:00,12/30/1899 9:30:00,TN,Cedar Creek,NORRIS LAKE,JACKSBORO,CAMPBELL,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,NA,NA,-1,Good,Monday,Other,NA,NA,unseen water hazard,NA,NA,Collision with submerged object,Flooding/swamping,Fall in vessel,NA,"On Monday the 29th day of May, 2017 operator’s vessel struck a submerged object in Cedar Creek on Norris Lake near the entrance of Sugar Hollow Marina. Operator was recreational cruising traveling from his rental cabin at the back of Cedar Creek.  Operator''s Daughter and father –in-law were on board. Daughter was setting in the port bow seating and Father in law was sitting in the passenger seat nearest the driver.  

Operator struck a submerged object in Cedar Creek near the entrance of Sugar Hollow Marina. The object struck the lower unit of the motor resulting in the partial submersion of the vessel. Due to the impact Daughter struck the starboard side window of the same vessel resulting in her injuries. The damage to the vessel was a small, less than 1 inch, crack in the lower unit of the motor. Also, possible motor damage from the partial submersion.
",17410984,NA,NA,NA
FL-2017-0226,2017,NA,0,0,0,-1,1,0,4000,4/22/2017 0:00:00,12/30/1899 0:01:00,FL,MARKER SJR PUTNAM S - 61 FORT GATES,ST JOHNS RIVER,UNINCORPORATED,PUTNAM,NA,NA,NA,NA,NA,NA,Calm,NA,NA,NA,Light,80,NA,0,Good,Saturday,Improper lookout,NA,NA,NA,NA,NA,Collision with fixed object,NA,NA,NA,"VESSEL ONE WAS TRAVILING NORTH ON THE ST JOHNS RIVER AT APPROXMATELY 12:00 AM AT NIGHT.   VESSEL ONE  HIT THE DOCK AND TOOK OUT A WHOLE SECTION OF THE DOCK AND DESTROYED THE FRONT END OF THE BOAT.  

NO REPORT WAS GIVEN AND operator STATED THAT HE WAS NOT GOING TO REPORT THE CRASH.  Dock owner FOUND A PIECE OF THE BOAT THAT HAD THE FL NUMBERS ON IT AT THE CRASH SITE THAT BELONGED TO VESSEL ONE OWNER.",FWNE17OFF004970,NA,NA,NA
SC-2017-0095,2017,NA,0,0,0,-1,1,0,3000,7/15/2017 0:00:00,12/30/1899 15:00:00,SC,MARKER #5,LAKE MOULTRIE,NA,BERKELEY,0,-1,0,0,0,0,Very Rough,NA,NA,NA,Storm,85,82,-1,Fair,Saturday,Weather,Hazardous waters,NA,NA,NA,NA,Flooding/swamping,NA,NA,NA,VESSEL 1 WAS TRAVELING BACK TO THE EASTSIDE OF LAKE MOULTIE WHEN THE WIND STARTED GUSTING CAUSING THE VESSEL TO TAKE ON WATER.,17-07-0749,NA,NA,NA
NY-2017-0034,2017,NA,0,0,0,-1,1,0,2000,7/1/2017 0:00:00,12/30/1899 14:49:00,NY,NA,HUDSON RIVER,Kingston,ULSTER,0,-1,0,0,0,0,Choppy,NA,NA,NA,Moderate,76,72,-1,Good,Saturday,Operator inattention,NA,NA,NA,NA,NA,Grounding,NA,NA,NA,Operator left auto pilot on and left to go below in cabin to retrieve an item.  Vessel ran aground just north of water treatment plant.  vessel sustained modest damage to hull and props.,2017049,NA,NA,NA
MD-2017-0049,2017,NA,0,0,0,-1,1,0,2000,7/3/2017 0:00:00,12/30/1899 12:51:00,MD,KENT NARROWS,CHESTER RIVER - KENT NARROWS,GRASONVILLE,QUEEN ANNES,-1,0,0,0,0,0,Calm,Y,N,N,Light,NA,NA,-1,Good,Monday,Excessive speed,Improper lookout,Operator inattention,NA,NA,NA,Collision with fixed object,NA,NA,NA,"On July 3rd, 2017, I, Officer of the Maryland Natural Resources Police received a call from DNR Communications approximately 12:50PM about a sailboat colliding with the Kent Narrows drawbridge navigational light in Grasonville, Maryland. The call was received by the Kent Narrows drawbridge tender who was working at the time of the accident. I contacted fellow Officer to meet with Subject to get a written witness statement stating what happened. The sailboat collided with the southern west side drawbridge navigational light at approximately 12:00PM. Subject received a call several minutes after the accident from subject2 who was on a boat directly behind the sailboat at fault, witnessed the accident and took photographs of the vessel and bridge. The witness statement and photographs are both included in this report. 

      I  contacted the owner of the sailboat over the phone to get a statement of what happened. He stated that he was trying to time the drawbridge opening so that he did not hold up traffic for an extended period of time. He also stated that due to a combination of trying to rush the pass through and the strong current, he lost control of his vessel and drifted into the drawbridge colliding with the hanging navigational light.
      
      State Highway Association will be contacting owner in regards to reimbursement of the costs to fix the navigational light. No Natural Resource citations will be issued at this time.
   
   All events occurred in Queen Anne's County Maryland.
",NRP-17-00897,NA,NA,NA
WA-2017-0033,2017,NA,0,0,0,-1,2,0,12000,5/28/2017 0:00:00,12/30/1899 16:30:00,WA,S of Westpoint Lighthouse,Puget Sound,Seattle,King,-1,0,0,0,0,0,Calm,N,N,N,Moderate,68,53,-1,Good,Sunday,Improper lookout,Operator inattention,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"Vessel #1 (V1) – 2015, Jeanneau 469 Sailboat -
Vessel #2 (V2) - 1993, 36’ Catalina Auxiliary Sailboat w/Universal Diesel Inboard Engine – HP unknown

On 05/28/2017, at about 04:30 p.m., these vessels were operating in Puget Sound, 2-3 miles South of West Point Lighthouse, located near Seattle, WA in King County.  
 
According to the Operator of V2, he was sailing on this date and time with 5 adults and 3 children on board the vessel.  The wind was coming out of the North at about 15 knots with gusts in the 18 range.  They were a couple of miles off of Discovery Park in Seattle.  There was some commercial traffic ahead – a tug and barge and a cruise ship leaving Seattle.  His vessel was just outside the shipping lane when he decided to come about and head back north to their home port, Shilshole Mariana.  
 
Operator2 reported that there were a couple of boats north of them but a ways out and coming in their direction.  His vessel was pinching to the wind trying to stay out of the shipping lane and the tug traffic.  They were sailing on a starboard tack.  About 4 or 5 minutes later a boat (V1) stuck the port side of his vessel.  
 
V1 was on a port tack so their high side hit the low side of V2 knocking over a couple of the stanchions that was holding their life line.  The impact bent most of the stanchions on the port side and broke off the life line.  According to Operator2, as V1 went by they noticed that there were about 8 people on board.  They appeared to have drinks in their hands.
 
Based on the damage, Operator2 pulled V2 up into the wind, started the engine and assessed the damage.  V1 came back up and someone on board yelled at V2 to “be careful” and turned and headed back south.  V2 pulled the sails to avoid any further damage and motored up to Shilshole.
 
0 Injuries / 0 Fatalities
V1 – Alcohol involvement unknown
V2 - No apparent alcohol involvement
V1 – Damage Unknown – No BAR submitted
V2 – Damage estimated at $12,000
V1 – PFD wear unknown
V2 – No one on board was wearing a PFD 
V1 – Operator not confirmed.  Mandatory Boater Education Card unknown
V2 – Operator did have a Mandatory Boater Education Card",NA,NA,NA,NA
FL-2017-0190,2017,NA,0,2,0,-1,1,0,3000,5/6/2017 0:00:00,12/30/1899 16:30:00,FL,DUCK KEY X2[SAN JUAN ST],ATLANTIC OCEAN,MARATHON,MONROE,-1,0,0,0,0,0,Calm,NA,NA,NA,Moderate,77,79,-1,Good,Saturday,Operator inattention,NA,NA,NA,NA,NA,Collision with fixed object,Person ejected from vessel,NA,NA,"During a guided PWC tour, one of the PWCs following a guide, struck the Duck Key Bridge resulting in minor injuries to the 2 occupants onboard.

V1 and its occupants were part of a guided PWC tour which included 4 other PWCs. V1 was travelling behind (following) the guide who was on her own PWC. There were 3 other PWCs behind V1 as part of the tour. 

As V1 attempted to follow the guide through the bridge, (the goal was to navigate under/through the bridge), V1 experienced a frontal collision with one of the vertical bridge pilings. The collision caused both occupants to be ejected off the PWC and into the water. 

Guide immediately turned around and went over to the two people in the water. Occupant climbed onboard PWC and a nearby vessel towed V1, with Operator onboard, the approximate 200 yards back to the marina. 


Operator made impact with the PWC causing a laceration to his chin, a loose tooth, and bruising to his ribs. Occupant suffered some bruising to the buttocks. 
",FWSB17OFF005654,NA,NA,NA
FL-2017-0268,2017,NA,0,0,0,-1,2,0,12000,5/27/2017 0:00:00,12/30/1899 20:45:00,FL,"CHOCTAWHATCHEE BAY, NORTH OF CRAB ISLAND",CHOCTAWHATCHEE BAY,DESTIN,OKALOOSA,-1,0,0,0,0,0,Choppy,NA,NA,NA,Moderate,81,NA,0,Fair,Saturday,Alcohol use,Inadequate onboard navigation lights,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,"V2 broke from its mooring line to another anchored vessel and was drifting, unlit, in the Choctawhatchee Bay on the north side of Crab Island when it was struck by V1. V1 impacted V2 at the starboard bow which caused V1 to ramp over V2.

V1 operator was arrested for BUI, owner of V2 cited for no nav lights",FWNW17OFF006052,NA,NA,NA
UT-2017-0046,2017,NA,0,1,-1,0,1,0,0,9/4/2017 0:00:00,12/30/1899 13:00:00,UT,Freeway Bay,Willard Bay,Willard City,Box Elder,-1,0,0,0,0,0,Calm,N,N,N,None,84,NA,-1,Good,Monday,Force of wake/wave,NA,NA,NA,NA,NA,Skier mishap,NA,NA,NA,"On September 4, 2017  about 13:00 hours vessel was traveling Westbound while towing someone on Kneeboard. The location was Willard Bay Reservoir, Freeway Bay, Box Elder County, UT.  The Kneeboard struck victim in forehead causing a laceration. He was transported by personal vehicle McKay Dee for stitches.",R950543,NA,NA,NA
NY-2017-0153,2017,NA,0,0,0,-1,2,0,4000,8/13/2017 0:00:00,12/30/1899 14:00:00,NY,TEDS FISHING /FUEL STATION,REYNOLDS CHANNEL,PT. LOOKOUT,NASSAU,-1,0,0,0,0,0,Choppy,Y,NA,NA,Light,82,74,-1,Good,Sunday,Operator inattention,Hazardous waters,NA,NA,NA,NA,Collision with recreational vessel,NA,NA,NA,Vessel 2 while pulling away from the dock and struck vessel 1 which was moored. Vessel 2 caused damage to the starboard side hull in fiberglass and plastic trim.,2017157,NA,NA,NA
IL-2017-0050,2017,NA,0,0,0,-1,1,1,7700,7/30/2017 0:00:00,12/30/1899 22:35:00,IL,Illinois River 1/2 mile North of the BNSF railroad bridge North of Chillicothe,Illinois River,Lacon,Marshall,-1,0,0,0,0,0,Calm,NA,NA,NA,Light,69,81,0,Good,Sunday,Restricted vision,NA,NA,NA,NA,NA,Collision with floating object,Collision with fixed object,Flooding/swamping,NA,"This report documents a single vessel boat accident that occurred on 07/30/2017, at approximately 2253hrs, on the Illinois River.   The location of the accident is approximatly River Marker 183.  

The 23 foot 1995 Rinker cabin boat was traveling Northbound at  approximately 30MPH, near that location when they struck floating debris, causing the vessel to veer into a nun buoy. 

Heavy fiberglass damage occurred to the port side bow of the vessel.  As a result of the collision, the lower unit of the motor was ripped off of the vessel.  This caused the vessel to take on water and eventually capsize.  

 The vessel is a total loss.  The occupants were uninjured and removed from the boat by Lacon Fire Department pror to it capsizing.",2017-1-470-024B,NA,NA,NA
FL-2017-0712,2017,NA,0,1,-1,-1,2,0,2100,12/30/2017 0:00:00,12/30/1899 12:20:00,FL,APPRX. 1/2 MILE WEST OF PONCE DE LEON BOAT RAMP IN CHARLOTTE HARBOR,CHARLOTTE HARBOR,PUNTA GORDA,CHARLOTTE,-1,0,0,0,0,0,Choppy,NA,NA,NA,Moderate,70,NA,-1,Good,Saturday,Improper lookout,NA,NA,NA,NA,NA,Collision with recreational vessel,Fall in vessel,NA,NA,"On 12-30-2017, V1, a 25’ Cabin Cruiser (FL7639PY), was heading south near Ponce De Leon park boat ramp in Charlotte Harbor. During this time, V2, a 22’ sailing vessel (FL5477NU), had just exited the marked channel of Ponce De Leon boat ramp and was headed west under sail power. The vessel did have an auxiliary outboard motor equipped but it was in the up-right and stored position at the time of the collision. 
At approximately 1230 pm, Operator2 became aware that V1 was on a collision course with his own vessel. Operator2 advised V1 was approximately 200 yards from his position at that time. Operator2 stated he immediately turned hard to port to avoid a collision. He was unsuccessful. V1 was travelling at approximately 10 knots and impacted V2 directly astern causing a “V-shaped” indentation in V2s transom near the auxiliary motor mount. The force of the impact caused V2 occupant to fall forward, off the bench seat, hitting the seat across from him. V2 occupant suffered injuries to his arm and leg. 
After interviewing Operator1, he stated that a combination of ocean spray on the wind shield and the Sun had obstructed his vision. Also, moments before the collision, Operator1 was distracted by a “beeping” alert from his console. He admitting he was looking down at his electronic instruments at the time of the collision. The beeping alert was later determined to be the GPS unit losing satellite connection. Operator1 advised that he never saw the sailing vessel but was aware of other vessels operating in the area.
V1 sustained minor damage to its bow and had no injuries on board. V2 had damage to its transom and had one, non-life-threatening injuries on board. 
Operator1 was cited for Navigation Rule 5, Failure to maintain Proper Look-out and given a warning for Rule 18, Responsibilities Between Vessel (Powered vessels shall give way to sailing vessels).
V2 occupant sustained injuries to his left leg and right arm. V2 occupant's leg was ""de-fleshed"" approximant 4 inches and will probably need skin grafts to correct. He also had minor cuts on his right arm.
",FWSW17OFF021199,NA,NA,NA
